Município,Menor de 10 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,Idade ignorada,Total
270470 MARECHAL DEODORO,-,-,1,4,1,1,-,1,-,-,-,-,4,12
270480 MARIBONDO,-,-,-,-,-,-,1,-,-,-,-,-,-,1
270500 MATA GRANDE,-,-,-,2,-,1,-,1,-,-,-,-,1,5
270510 MATRIZ DE CAMARAGIBE,-,1,4,1,-,3,-,-,-,-,-,-,2,11
270520 MESSIAS,-,-,-,1,-,-,-,-,-,-,-,-,-,1
270550 MURICI,-,1,-,3,3,2,1,-,-,-,-,-,3,13
270590 OLHO D'AGUA GRANDE,-,-,-,-,-,1,-,-,-,-,-,-,-,1
270610 OURO BRANCO,-,-,-,1,-,-,-,-,-,-,-,-,-,1
270630 PALMEIRA DOS INDIOS,-,1,44,53,53,34,25,8,1,-,-,-,40,259
270640 PAO DE ACUCAR,-,-,3,-,3,-,-,-,1,-,-,-,-,7
270650 PASSO DE CAMARAGIBE,-,-,-,-,1,-,-,-,-,-,-,-,-,1
270670 PENEDO,-,1,26,28,36,23,18,4,-,-,-,-,40,176
270680 PIACABUCU,-,-,1,-,-,-,-,-,-,-,-,-,1,2
270690 PILAR,-,-,1,2,2,-,-,-,-,-,-,-,1,6
270710 PIRANHAS,-,-,3,4,1,1,-,1,-,-,-,-,1,11
270730 PORTO CALVO,-,-,2,3,1,-,-,-,-,-,-,-,4,10
270740 PORTO DE PEDRAS,-,-,-,1,-,-,-,-,-,-,-,-,1,2
270760 QUEBRANGULO,-,-,-,1,-,-,-,-,-,-,-,-,-,1
270770 RIO LARGO,-,1,9,10,3,4,1,1,-,-,-,-,1,30
270800 SANTANA DO IPANEMA,-,6,114,135,109,103,64,28,1,-,-,-,8,568
270830 SAO JOSE DA LAJE,-,2,-,3,-,1,2,1,-,-,-,-,-,9
270840 SAO JOSE DA TAPERA,-,-,2,2,3,1,1,-,-,-,-,-,1,10
270850 SAO LUIS DO QUITUNDE,-,-,2,7,2,1,2,-,-,-,-,-,3,17
270860 SAO MIGUEL DOS CAMPOS,-,4,46,50,31,32,18,6,-,-,-,-,1,188
270880 SAO SEBASTIAO,-,-,2,4,2,1,1,1,-,-,-,-,1,12
270890 SATUBA,-,-,-,2,-,-,-,-,-,-,-,-,1,3
270900 TANQUE D'ARCA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
270915 TEOTONIO VILELA,-,-,1,2,2,1,-,-,-,-,-,-,1,7
270920 TRAIPU,-,-,2,1,6,-,-,1,-,-,-,-,-,10
270930 UNIAO DOS PALMARES,-,2,23,33,24,24,22,7,-,-,-,-,29,164
270940 VICOSA,-,-,2,2,1,1,4,-,-,-,-,-,3,13
280020 AQUIDABA,-,-,2,1,-,-,-,-,-,-,-,-,-,3
280030 ARACAJU,-,30,332,538,500,519,368,157,17,1,-,-,7,2.469
280060 BARRA DOS COQUEIROS,-,-,1,-,-,-,-,-,-,-,-,-,-,1
280067 BOQUIM,-,-,-,1,-,-,-,-,-,-,-,-,-,1
280120 CANINDE DE SAO FRANCISCO,-,-,4,3,2,5,2,-,-,-,-,-,-,16
280130 CAPELA,-,-,10,16,7,7,3,2,-,-,-,-,3,48
280140 CARIRA,-,1,-,-,-,1,-,-,-,-,-,-,-,2
280150 CARMOPOLIS,-,-,1,2,-,1,-,-,-,-,-,-,-,4
280170 CRISTINAPOLIS,-,-,-,-,-,-,1,-,-,-,-,-,1,2
280210 ESTANCIA,-,3,32,46,42,41,18,13,4,-,-,-,12,211
280240 GARARU,-,-,-,1,-,-,-,-,-,-,-,-,-,1
280290 ITABAIANA,-,9,45,77,73,50,43,19,4,-,-,-,7,327
280300 ITABAIANINHA,-,-,1,1,2,1,3,1,-,-,-,-,1,10
280320 ITAPORANGA D'AJUDA,-,-,2,2,3,-,-,-,-,-,-,-,1,8
280330 JAPARATUBA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
280350 LAGARTO,-,3,18,44,49,31,25,14,-,-,-,-,21,205
280360 LARANJEIRAS,-,-,-,-,1,1,-,-,-,-,-,-,-,2
280380 MALHADA DOS BOIS,-,-,-,-,1,-,-,-,-,-,-,-,-,1
280400 MARUIM,-,-,-,1,-,-,-,-,-,-,-,-,-,1
280420 MONTE ALEGRE DE SERGIPE,-,-,1,-,-,-,-,-,-,-,-,-,1,2
280440 NEOPOLIS,-,-,2,1,1,3,-,-,-,-,-,-,-,7
280450 NOSSA SENHORA DA GLORIA,-,1,19,16,19,16,14,4,-,-,-,-,7,96
280460 NOSSA SENHORA DAS DORES,-,-,1,-,-,1,-,-,-,-,-,-,-,2
280470 NOSSA SENHORA DE LOURDES,-,-,-,-,1,1,-,-,-,-,-,-,-,2
280480 NOSSA SENHORA DO SOCORRO,-,2,45,33,22,28,7,3,-,-,-,-,9,149
280490 PACATUBA,-,-,-,-,-,2,-,-,-,-,-,-,1,3
280500 PEDRA MOLE,-,-,-,-,-,-,-,-,-,-,-,-,1,1
280540 POCO REDONDO,-,-,5,4,6,1,-,1,-,-,-,-,-,17
280550 POCO VERDE,-,-,1,-,1,1,-,-,-,-,-,-,1,4
280560 PORTO DA FOLHA,-,-,1,1,-,1,-,-,-,-,-,-,1,4
280570 PROPRIA,-,3,18,28,17,14,5,5,1,-,-,-,11,102
280580 RIACHAO DO DANTAS,-,1,1,-,-,1,-,-,-,-,-,-,-,3
280590 RIACHUELO,-,-,3,-,-,-,-,-,-,-,-,-,-,3
280620 SALGADO,-,-,2,-,-,-,-,1,-,-,-,-,1,4
280630 SANTA LUZIA DO ITANHY,-,1,1,-,-,1,-,-,-,-,-,-,-,3
280640 SANTANA DO SAO FRANCISCO,-,-,-,-,2,-,-,-,-,-,-,-,-,2
280670 SAO CRISTOVAO,-,1,1,-,-,-,2,-,-,-,-,-,2,6
280710 SIMAO DIAS,-,-,1,-,3,1,1,-,-,-,-,-,2,8
280720 SIRIRI,-,-,-,-,1,-,-,-,-,-,-,-,-,1
280740 TOBIAS BARRETO,-,-,-,2,2,1,-,-,-,-,-,-,4,9
280750 TOMAR DO GERU,-,1,2,-,-,1,2,-,-,-,-,-,-,6
280760 UMBAUBA,-,-,1,-,-,-,1,-,-,-,-,-,1,3
290020 ABARE,-,-,-,2,1,2,1,2,-,-,-,-,-,8
290030 ACAJUTIBA,-,-,-,2,1,-,-,-,-,-,-,-,-,3
290035 ADUSTINA,-,-,-,-,-,-,1,-,-,-,-,-,1,2
290040 AGUA FRIA,-,-,3,1,-,-,-,-,-,-,-,-,1,5
290050 ERICO CARDOSO,-,-,2,1,3,1,-,-,-,-,-,-,-,7
290060 AIQUARA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
290070 ALAGOINHAS,-,5,83,99,93,104,74,16,6,1,-,-,22,503
290080 ALCOBACA,-,-,4,2,4,1,1,1,-,-,-,-,2,15
290090 ALMADINA,-,-,-,1,-,1,-,-,-,-,-,-,-,2
290100 AMARGOSA,-,-,6,5,5,1,3,2,-,-,-,-,3,25
290110 AMELIA RODRIGUES,-,-,2,2,-,-,-,-,-,-,-,-,2,6
290115 AMERICA DOURADA,-,-,-,1,3,2,1,-,-,-,-,-,1,8
290120 ANAGE,-,-,1,1,1,2,-,1,-,-,-,-,1,7
290130 ANDARAI,-,-,1,1,-,-,1,-,-,-,-,-,4,7
290135 ANDORINHA,-,-,-,-,-,-,1,-,-,-,-,-,-,1
290150 ANGUERA,-,-,-,-,-,-,1,-,-,-,-,-,-,1
290160 ANTAS,-,1,7,19,17,12,7,5,1,-,-,-,10,79
290170 ANTONIO CARDOSO,-,-,-,1,-,-,-,1,-,-,-,-,-,2
290180 ANTONIO GONCALVES,-,-,-,1,-,-,-,-,-,-,-,-,1,2
290190 APORA,-,-,-,-,-,-,1,-,-,-,-,-,-,1
290195 APUAREMA,-,-,-,-,-,-,-,1,-,-,-,-,-,1
290200 ARACATU,-,-,1,1,2,-,-,-,-,-,-,-,-,4
290205 ARACAS,-,-,-,1,2,-,-,-,-,-,-,-,-,3
290210 ARACI,-,-,5,7,7,11,3,4,-,-,-,-,1,38
290225 ARATACA,-,-,-,-,-,1,-,-,-,-,-,-,3,4
290240 AURELINO LEAL,-,1,2,2,2,1,-,-,-,-,-,-,3,11
290250 BAIANOPOLIS,-,-,1,-,-,-,-,-,-,-,-,-,-,1
290260 BAIXA GRANDE,-,1,3,3,-,1,-,1,-,-,-,-,2,11
290270 BARRA,-,3,35,53,36,33,19,10,-,-,-,-,1,190
290280 BARRA DA ESTIVA,-,1,12,12,13,18,5,1,-,-,-,-,10,72
290290 BARRA DO CHOCA,-,-,4,5,1,2,4,4,-,-,-,-,-,20
290300 BARRA DO MENDES,-,-,1,-,-,1,-,2,-,-,-,-,-,4
290320 BARREIRAS,-,11,81,132,129,128,75,34,1,-,-,-,18,609
290327 BARROCAS,-,-,-,1,2,1,1,-,-,-,-,-,3,8
290330 BARRO PRETO,-,-,-,-,-,1,-,-,-,-,-,-,-,1
290340 BELMONTE,-,-,8,2,3,3,2,-,-,-,-,-,1,19
290350 BELO CAMPO,-,-,1,3,2,2,-,1,-,-,-,-,1,10
290360 BIRITINGA,-,1,7,3,1,3,1,-,-,-,-,-,5,21
290370 BOA NOVA,-,-,-,-,-,-,1,-,-,-,-,-,-,1
290380 BOA VISTA DO TUPIM,-,-,4,-,3,1,1,-,-,-,-,-,-,9
290390 BOM JESUS DA LAPA,-,5,23,34,41,22,16,5,1,-,-,-,28,175
290395 BOM JESUS DA SERRA,-,-,1,-,-,1,-,-,-,-,-,-,1,3
290400 BONINAL,-,-,-,-,-,-,-,-,-,-,-,-,4,4
290405 BONITO,-,-,9,1,2,-,-,-,-,-,-,-,4,16
290410 BOQUIRA,-,-,3,4,3,2,1,1,-,-,-,-,2,16
290420 BOTUPORA,-,-,-,1,1,-,-,-,-,-,-,-,-,2
290430 BREJOES,-,-,-,1,1,1,-,-,-,-,-,-,2,5
290440 BREJOLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
290450 BROTAS DE MACAUBAS,-,-,4,4,2,1,-,-,-,-,-,-,-,11
290460 BRUMADO,-,1,17,24,40,21,20,7,1,-,-,-,11,142
290470 BUERAREMA,-,-,1,1,-,1,-,-,-,-,-,-,-,3
290475 BURITIRAMA,-,-,2,3,-,1,4,2,-,-,-,-,2,14
290480 CAATIBA,-,-,2,-,-,-,1,-,-,-,-,-,1,4
290490 CACHOEIRA,-,-,2,5,6,4,-,-,1,-,-,-,2,20
290500 CACULE,-,-,1,7,11,4,4,-,-,-,-,-,1,28
290510 CAEM,-,-,-,1,-,-,1,-,-,-,-,-,1,3
290515 CAETANOS,-,-,-,-,1,-,-,-,-,-,-,-,-,1
290520 CAETITE,-,-,13,18,10,12,11,4,1,-,-,-,8,77
290530 CAFARNAUM,-,-,1,-,-,-,-,-,-,-,-,-,-,1
290540 CAIRU,-,-,2,-,-,-,-,-,-,-,-,-,-,2
290550 CALDEIRAO GRANDE,-,-,1,2,6,-,1,-,-,-,-,-,-,10
290560 CAMACAN,-,2,9,12,9,4,3,1,-,-,-,-,13,53
290570 CAMACARI,-,4,71,71,102,91,64,17,-,-,-,-,30,450
290580 CAMAMU,-,2,7,12,4,2,2,-,-,-,-,-,1,30
290590 CAMPO ALEGRE DE LOURDES,-,-,2,5,3,1,-,-,-,-,-,-,3,14
290600 CAMPO FORMOSO,-,1,14,20,17,16,9,5,-,-,-,-,3,85
290610 CANAPOLIS,-,-,2,2,-,-,1,1,-,-,-,-,7,13
290620 CANARANA,-,-,1,2,2,-,2,-,1,-,-,-,1,9
290630 CANAVIEIRAS,-,-,2,3,4,2,2,1,-,-,-,-,3,17
290640 CANDEAL,-,-,2,-,-,-,-,-,-,-,-,-,1,3
290650 CANDEIAS,-,-,14,14,6,12,6,2,-,-,-,-,36,90
290660 CANDIBA,-,-,-,-,-,-,-,1,-,-,-,-,1,2
290670 CANDIDO SALES,-,-,4,2,2,-,2,-,-,-,-,-,5,15
290680 CANSANCAO,-,2,8,5,3,-,2,1,-,-,-,-,5,26
290682 CANUDOS,-,-,-,-,-,1,3,-,-,-,-,-,1,5
290685 CAPELA DO ALTO ALEGRE,-,-,1,-,2,-,-,-,-,-,-,-,-,3
290687 CAPIM GROSSO,-,1,16,17,6,11,6,-,-,-,-,-,14,71
290689 CARAIBAS,-,-,1,-,-,-,-,-,-,-,-,-,-,1
290690 CARAVELAS,-,2,1,2,-,-,2,1,-,-,-,-,1,9
290700 CARDEAL DA SILVA,-,-,-,1,-,1,1,-,-,-,-,-,-,3
290710 CARINHANHA,-,-,11,4,10,4,3,-,-,-,-,-,2,34
290720 CASA NOVA,-,-,7,11,3,3,2,1,-,-,-,-,1,28
290730 CASTRO ALVES,-,-,11,5,8,4,3,-,-,-,-,-,10,41
290750 CATU,-,1,3,4,9,7,4,3,1,-,-,-,3,35
290755 CATURAMA,-,-,1,-,-,-,-,-,-,-,-,-,-,1
290760 CENTRAL,-,1,-,1,-,1,-,-,-,-,-,-,1,4
290770 CHORROCHO,-,-,-,-,1,1,-,1,-,-,-,-,-,3
290780 CICERO DANTAS,-,-,4,1,3,1,2,-,-,-,-,-,1,12
290790 CIPO,-,-,1,8,1,3,1,-,-,-,-,-,2,16
290800 COARACI,-,-,1,-,1,1,2,1,-,-,-,-,2,8
290810 COCOS,-,-,3,6,-,2,1,-,-,-,-,-,5,17
290820 CONCEICAO DA FEIRA,-,-,-,-,-,-,-,1,-,-,-,-,-,1
290830 CONCEICAO DO ALMEIDA,-,-,1,1,-,1,1,-,-,-,-,-,3,7
290840 CONCEICAO DO COITE,-,3,17,35,24,22,11,4,-,-,-,-,2,118
290850 CONCEICAO DO JACUIPE,-,1,-,3,2,2,2,1,-,-,-,-,-,11
290860 CONDE,-,-,2,2,-,3,2,-,-,-,-,-,1,10
290870 CONDEUBA,-,-,-,4,1,3,-,-,-,-,-,-,1,9
290880 CONTENDAS DO SINCORA,-,-,1,1,-,-,-,1,-,-,-,-,-,3
290890 CORACAO DE MARIA,-,-,1,-,1,-,-,1,-,-,-,-,-,3
290900 CORDEIROS,-,-,1,-,-,1,-,-,-,-,-,-,-,2
290910 CORIBE,-,-,1,2,-,-,-,-,-,-,-,-,1,4
290920 CORONEL JOAO SA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
290930 CORRENTINA,-,-,9,12,5,8,5,-,-,-,-,-,14,53
290940 COTEGIPE,-,-,-,1,-,-,-,-,-,-,-,-,-,1
290950 CRAVOLANDIA,-,-,1,-,-,-,-,-,-,-,-,-,-,1
290960 CRISOPOLIS,-,-,2,6,5,2,3,1,-,-,-,-,1,20
290970 CRISTOPOLIS,-,-,-,1,-,-,-,-,-,-,-,-,1,2
290980 CRUZ DAS ALMAS,-,2,19,40,38,46,27,18,2,-,-,-,3,195
290990 CURACA,-,-,3,1,4,2,2,-,-,-,-,-,-,12
291000 DARIO MEIRA,-,-,-,-,-,-,1,-,-,-,-,-,-,1
291005 DIAS D'AVILA,-,2,14,15,16,11,5,4,-,-,-,-,7,74
291010 DOM BASILIO,-,-,-,-,-,-,2,-,-,-,-,-,-,2
291020 DOM MACEDO COSTA,-,-,-,2,-,-,-,-,-,-,-,-,-,2
291030 ELISIO MEDRADO,-,-,-,-,-,1,-,2,-,-,-,-,-,3
291040 ENCRUZILHADA,-,1,3,1,3,2,-,-,-,-,-,-,-,10
291050 ENTRE RIOS,-,-,-,3,6,4,4,-,-,-,-,-,11,28
291060 ESPLANADA,-,-,8,6,6,11,6,1,-,-,-,-,1,39
291070 EUCLIDES DA CUNHA,-,1,6,9,10,13,7,2,-,-,-,-,20,68
291072 EUNAPOLIS,-,2,51,57,66,44,26,4,-,-,-,-,15,265
291075 FATIMA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
291080 FEIRA DE SANTANA,-,18,186,334,375,323,250,80,7,-,-,-,307,1.880
291085 FILADELFIA,-,-,5,4,3,-,3,-,-,-,-,-,-,15
291100 FLORESTA AZUL,-,-,-,-,-,1,-,-,-,-,-,-,-,1
291110 FORMOSA DO RIO PRETO,-,-,2,2,5,-,-,1,-,-,-,-,1,11
291120 GANDU,-,1,10,20,19,14,8,6,-,-,-,-,-,78
291130 GENTIO DO OURO,-,-,1,-,-,1,-,-,-,-,-,-,3,5
291150 GONGOGI,-,-,1,1,-,1,-,-,-,-,-,-,2,5
291160 GOVERNADOR MANGABEIRA,-,-,-,2,1,-,-,-,-,-,-,-,1,4
291165 GUAJERU,-,-,-,1,-,-,-,-,-,-,-,-,-,1
291170 GUANAMBI,-,5,64,77,76,83,55,19,1,-,-,-,8,388
291180 GUARATINGA,-,-,2,7,1,2,-,1,-,-,-,-,3,16
291190 IACU,-,2,5,5,5,3,1,-,-,-,-,-,1,22
291200 IBIASSUCE,-,-,1,3,4,2,2,3,-,-,-,-,-,15
291210 IBICARAI,-,-,4,1,1,-,-,-,-,-,-,-,1,7
291220 IBICOARA,-,-,1,-,-,1,-,-,-,-,-,-,-,2
291230 IBICUI,-,-,3,2,-,-,-,-,-,-,-,-,2,7
291240 IBIPEBA,-,-,2,1,2,1,-,-,-,-,-,-,-,6
291250 IBIPITANGA,-,-,2,1,1,-,-,2,-,-,-,-,1,7
291270 IBIRAPITANGA,-,1,1,9,1,-,1,1,-,-,-,-,6,20
291280 IBIRAPUA,-,-,-,1,2,-,-,-,-,-,-,-,-,3
291290 IBIRATAIA,-,-,1,2,4,-,-,-,-,-,-,-,1,8
291300 IBITIARA,-,-,3,1,6,1,2,2,-,-,-,-,2,17
291310 IBITITA,-,-,-,-,4,-,-,1,-,-,-,-,2,7
291320 IBOTIRAMA,-,2,11,27,29,28,24,9,-,-,-,-,2,132
291330 ICHU,-,-,-,-,-,1,1,-,-,-,-,-,-,2
291340 IGAPORA,-,-,2,2,1,1,-,-,-,-,-,-,2,8
291345 IGRAPIUNA,-,-,2,-,1,1,1,-,-,-,-,-,-,5
291350 IGUAI,-,-,5,4,2,7,3,2,-,-,-,-,6,29
291360 ILHEUS,-,3,76,69,72,46,40,15,2,-,-,-,210,533
291370 INHAMBUPE,-,-,6,4,4,8,5,2,-,-,-,-,5,34
291380 IPECAETA,-,-,-,1,-,-,-,-,-,-,-,-,2,3
291390 IPIAU,-,2,22,19,24,15,18,5,-,-,-,-,28,133
291400 IPIRA,-,1,5,13,18,7,6,3,-,-,-,-,18,71
291410 IPUPIARA,-,-,-,-,3,-,2,3,-,-,-,-,-,8
291420 IRAJUBA,-,-,-,-,1,1,-,-,-,-,-,-,1,3
291440 IRAQUARA,-,-,7,26,23,13,10,4,-,-,-,-,9,92
291450 IRARA,-,-,3,3,2,5,3,1,-,-,-,-,4,21
291460 IRECE,-,8,107,160,137,120,71,34,1,-,-,-,4,642
291465 ITABELA,-,2,12,11,9,11,1,2,-,-,-,-,6,54
291470 ITABERABA,-,3,40,60,53,39,23,20,-,-,-,-,12,250
291480 ITABUNA,-,22,214,274,257,210,163,55,6,-,-,-,2,1.203
291490 ITACARE,-,-,5,2,3,3,1,-,-,-,-,-,2,16
291500 ITAETE,-,-,1,2,2,3,1,-,-,-,-,-,7,16
291510 ITAGI,-,-,1,-,1,-,-,-,-,-,-,-,1,3
291520 ITAGIBA,-,1,-,1,1,-,-,-,-,-,-,-,-,3
291530 ITAGIMIRIM,-,-,-,1,-,-,-,-,-,-,-,-,1,2
291535 ITAGUACU DA BAHIA,-,-,3,2,1,1,1,-,-,-,-,-,2,10
291540 ITAJU DO COLONIA,-,-,-,-,-,2,-,-,-,-,-,-,2,4
291550 ITAJUIPE,-,-,2,-,1,-,1,-,-,-,-,-,3,7
291560 ITAMARAJU,-,2,22,16,27,17,12,2,1,-,-,-,21,120
291570 ITAMARI,-,-,-,-,-,-,1,-,-,-,-,-,1,2
291580 ITAMBE,-,-,7,4,2,1,2,-,-,-,-,-,8,24
291590 ITANAGRA,-,-,1,-,1,-,-,-,-,-,-,-,1,3
291600 ITANHEM,-,1,6,3,5,2,4,4,2,-,-,-,1,28
291610 ITAPARICA,-,-,6,10,9,8,2,-,-,-,-,-,4,39
291630 ITAPEBI,-,-,-,2,1,1,-,-,-,-,-,-,1,5
291640 ITAPETINGA,-,2,32,50,15,23,25,10,-,-,-,-,18,175
291650 ITAPICURU,-,-,1,2,1,2,2,-,-,-,-,-,-,8
291660 ITAPITANGA,-,1,1,2,-,-,-,-,-,-,-,-,4,8
291670 ITAQUARA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
291680 ITARANTIM,-,-,2,3,1,-,1,-,-,-,-,-,2,9
291685 ITATIM,-,1,2,1,-,-,-,-,-,-,-,-,3,7
291690 ITIRUCU,-,-,2,2,3,-,-,-,-,-,-,-,-,7
291700 ITIUBA,-,-,5,6,7,2,2,-,-,-,-,-,2,24
291710 ITORORO,-,1,3,-,1,-,1,-,-,-,-,-,-,6
291720 ITUACU,-,-,-,-,2,3,1,-,-,-,-,-,1,7
291730 ITUBERA,-,-,6,5,3,2,4,-,-,-,-,-,3,23
291733 IUIU,-,-,-,2,-,-,1,1,-,-,-,-,1,5
291735 JABORANDI,-,2,5,3,3,1,2,-,1,-,-,-,9,26
291740 JACARACI,-,-,1,1,1,3,1,-,-,-,-,-,-,7
291750 JACOBINA,-,1,42,36,26,33,21,3,-,-,-,-,90,252
291760 JAGUAQUARA,-,2,12,13,10,11,7,2,-,-,-,-,15,72
291770 JAGUARARI,-,-,1,2,2,1,-,-,-,-,-,-,1,7
291800 JEQUIE,-,7,113,143,120,135,80,26,3,-,-,-,11,638
291810 JEREMOABO,-,-,2,4,1,3,1,1,-,-,-,-,1,13
291820 JIQUIRICA,-,-,2,2,1,2,2,-,-,-,-,-,-,9
291830 JITAUNA,-,-,-,1,-,-,1,-,-,-,-,-,1,3
291835 JOAO DOURADO,-,-,-,1,1,1,1,1,-,-,-,-,-,5
291840 JUAZEIRO,-,11,121,148,119,88,53,17,2,-,-,-,24,583
291845 JUCURUCU,-,-,-,-,1,-,1,-,-,-,-,-,-,2
291850 JUSSARA,-,-,1,1,-,-,1,-,-,-,-,-,-,3
291855 JUSSARI,-,-,1,-,1,2,1,-,-,-,-,-,-,5
291860 JUSSIAPE,-,-,-,-,1,-,-,-,-,-,-,-,-,1
291875 LAGOA REAL,-,-,1,-,-,-,1,-,-,-,-,-,-,2
291880 LAJE,-,-,-,-,1,1,2,-,-,-,-,-,4,8
291900 LAJEDINHO,-,-,1,-,-,-,-,-,-,-,-,-,-,1
291905 LAJEDO DO TABOCAL,-,-,1,-,-,-,-,1,-,-,-,-,1,3
291910 LAMARAO,-,-,-,-,-,-,1,-,-,-,-,-,1,2
291915 LAPAO,-,-,-,-,4,-,-,2,-,-,-,-,-,6
291920 LAURO DE FREITAS,-,2,51,53,42,38,31,13,-,-,-,-,45,275
291930 LENCOIS,-,-,-,1,-,-,-,1,-,-,-,-,3,5
291940 LICINIO DE ALMEIDA,-,-,1,1,2,2,1,1,-,-,-,-,1,9
291950 LIVRAMENTO DE NOSSA SENHORA,-,-,7,13,12,14,9,3,-,-,-,-,7,65
291955 LUIS EDUARDO MAGALHAES,-,3,15,29,32,31,15,2,-,-,-,-,5,132
291960 MACAJUBA,-,-,3,1,1,-,-,-,-,-,-,-,1,6
291970 MACARANI,-,-,1,-,2,1,2,-,-,-,-,-,3,9
291980 MACAUBAS,-,-,5,9,7,7,8,2,-,-,-,-,2,40
291990 MACURURE,-,-,1,2,-,1,1,-,-,-,-,-,-,5
291992 MADRE DE DEUS,-,-,2,9,1,7,6,2,-,-,-,-,-,27
291995 MAETINGA,-,-,-,1,-,1,-,-,-,-,-,-,-,2
292000 MAIQUINIQUE,-,-,1,-,-,-,-,-,-,-,-,-,2,3
292010 MAIRI,-,1,4,1,1,3,2,-,-,-,-,-,2,14
292020 MALHADA,-,-,1,2,-,1,-,-,-,-,-,-,2,6
292030 MALHADA DE PEDRAS,-,-,-,-,-,-,1,-,-,-,-,-,-,1
292050 MARACAS,-,-,2,-,3,3,-,1,-,-,-,-,4,13
292060 MARAGOGIPE,-,-,2,1,1,-,-,1,-,-,-,-,4,9
292070 MARAU,-,-,2,1,-,1,-,-,-,-,-,-,2,6
292080 MARCIONILIO SOUZA,-,-,1,1,1,-,-,-,-,-,-,-,-,3
292090 MASCOTE,-,-,1,-,1,-,-,-,-,-,-,-,-,2
292100 MATA DE SAO JOAO,-,-,13,10,11,13,6,2,-,-,-,-,8,63
292110 MEDEIROS NETO,-,-,4,5,4,2,4,1,-,-,-,-,5,25
292120 MIGUEL CALMON,-,-,11,10,11,10,2,1,-,-,-,-,12,57
292130 MILAGRES,-,-,1,-,-,-,1,-,-,-,-,-,-,2
292140 MIRANGABA,-,1,1,-,1,-,-,-,-,-,-,-,-,3
292145 MIRANTE,-,-,1,-,-,1,1,-,-,-,-,-,-,3
292150 MONTE SANTO,-,1,8,18,17,8,10,4,-,-,-,-,21,87
292160 MORPARA,-,-,1,1,1,1,1,-,-,-,-,-,-,5
292170 MORRO DO CHAPEU,-,1,10,8,9,5,6,2,-,-,-,-,4,45
292180 MORTUGABA,-,-,2,1,-,-,2,1,-,-,-,-,1,7
292190 MUCUGE,-,-,1,2,1,2,-,-,-,-,-,-,5,11
292200 MUCURI,-,-,8,14,6,8,6,2,-,-,-,-,6,50
292205 MULUNGU DO MORRO,-,-,1,1,2,2,-,-,-,-,-,-,-,6
292210 MUNDO NOVO,-,-,1,-,-,1,-,-,-,-,-,-,2,4
292220 MUNIZ FERREIRA,-,-,-,-,-,-,1,-,-,-,-,-,-,1
292225 MUQUEM DE SAO FRANCISCO,-,-,-,-,-,-,-,-,-,-,-,-,1,1
292230 MURITIBA,-,-,-,-,-,2,1,-,-,-,-,-,-,3
292240 MUTUIPE,-,2,3,5,4,5,-,-,-,-,-,-,5,24
292250 NAZARE,-,-,1,6,4,4,3,1,-,-,-,-,2,21
292260 NILO PECANHA,-,-,1,-,-,-,-,-,-,-,-,-,1,2
292265 NORDESTINA,-,-,4,4,-,2,2,1,-,-,-,-,1,14
292270 NOVA CANAA,-,-,2,1,1,3,1,-,-,-,-,-,3,11
292273 NOVA FATIMA,-,-,-,1,-,1,-,-,-,-,-,-,-,2
292280 NOVA ITARANA,-,-,1,-,-,-,-,-,-,-,-,-,-,1
292285 NOVA REDENCAO,-,-,-,-,-,1,-,-,-,-,-,-,-,1
292290 NOVA SOURE,-,1,1,6,3,1,2,-,-,-,-,-,3,17
292300 NOVA VICOSA,-,1,10,8,13,6,3,1,-,-,-,-,5,47
292303 NOVO HORIZONTE,-,-,1,1,-,-,-,-,-,-,-,-,-,2
292310 OLINDINA,-,-,-,-,4,-,1,1,-,-,-,-,3,9
292320 OLIVEIRA DOS BREJINHOS,-,1,2,2,3,1,1,-,1,-,-,-,1,12
292330 OURICANGAS,-,-,-,-,-,-,-,1,-,-,-,-,-,1
292335 OUROLANDIA,-,-,-,5,2,-,3,-,-,-,-,-,1,11
292340 PALMAS DE MONTE ALTO,-,-,1,3,4,3,1,-,-,-,-,-,1,13
292360 PARAMIRIM,-,2,3,15,19,15,19,1,-,-,-,-,2,76
292370 PARATINGA,-,-,2,7,3,5,4,1,-,-,-,-,8,30
292380 PARIPIRANGA,-,-,1,1,3,1,1,-,-,-,-,-,1,8
292390 PAU BRASIL,-,-,1,-,2,-,2,-,-,-,-,-,3,8
292400 PAULO AFONSO,-,4,34,43,53,38,29,10,-,2,-,-,157,370
292405 PE DE SERRA,-,-,-,-,-,1,-,-,-,-,-,-,1,2
292410 PEDRAO,-,-,-,1,-,-,-,-,-,-,-,-,-,1
292420 PEDRO ALEXANDRE,-,-,-,-,-,-,1,-,-,-,-,-,-,1
